code,year,tmin,tmax,tmean,domin,domax,domean,bodmin,bodmax,bodmean,phmin,phmax,phmean,cmin,cmax,cmean,nmin,nmax,nmean,fcmin,fcmax,fcmean,tcmin,tcmax,tcmean
1716,2003,17,24,22,6.4,10,7.7,8,12.5,10.3,7,7.5,7.2,215,276,237,,,,1700,2600,2167,2200,3400,2967
1716,2004,19,23,21,2.6,6.2,4.5,2.4,3.6,2.8,6.3,8.3,7.3,240,330,297,0.02,0.22,0.133,20,75,38,210,210,210
1716,2005,22,22,22,3.8,5.38,4.82,1.5,3.67,2.787,7.24,9.22,7.997,380,400,390,0.16,0.16,0.16,20,20,20,28,210,149
1716,2006,21,21,21,7,7,7,5.7,5.7,5.7,8.8,8.8,8.8,,,,,,,14,14,14,150,150,150
1716,2007,12,22,18,3.1,7.8,5.3,0.8,6.1,2.7,7.4,8.2,7.8,180,410,280,0.14,1.1,0.46,3,14,6,4,150,47
1716,2008,14,28,21.8,3.8,6.2,5.1,1.9,8.5,3.9,7.6,8.2,7.9,270,840,555,0.1,29.9,6.3,2,9,4,1400,9000,3127
1716,2009,12,28,21.5,2.59,4.93,4,2.4,8,5.2,7.04,8.78,7.7,340,460,383,4.1,4.1,4.1,7,7,7,85,85,85
1716,2010,10,28,21,3.78,7.38,5.3,3,9,5.9,7.6,9,8.1,370,880,570,4,8.6,5.8,28,28,28,575,575,575
1716,2011,9,30,21.2,2.3,6.5,5,12,50,32.7,7.1,8.8,7.8,290,1320,481,0.8,21,9.7,210,275,243,510,625,568
1716,2012,11,22,19,3.8,7.6,5.7,0.8,1.3,1.1,7.1,9,8,260,470,317,0.2,5.4,1.5,0,3,1,23,150,59
1716,2013,11,30,21.7,3.9,9.6,5.7,7,50,31.6,7.4,8.5,8,172,450,295,0.1,0.1,0.1,2,90,32,70,16000,3053
1716,2014,14,25,21.5,4.8,9.2,6.4,1.6,2,1.8,7.1,8.9,7.7,220,300,264,0.1,0.1,0.1,2,2,2,20,50,35
1727,2003,22,24,23,7.8,9.2,8.6,1.8,3.7,2.8,7.4,8.2,7.9,,,,,,,,,,2400,2400,2400
1727,2004,21,32,29,5.7,7.8,6.7,0.8,4.8,3.5,7.5,8.9,8,200,310,262,,,,430,580,500,510,680,566
1727,2005,28,28,28,4.75,7.72,6.29,1.95,4.29,3.255,7.41,7.98,7.75,210,270,233.5,0.08,0.14,0.11,440,550,475,480,680,556
1727,2006,,,,3.9,3.9,3.9,2.9,2.9,2.9,8.17,8.17,8.17,260,260,260,0.2,0.2,0.2,510,510,510,560,560,560
1727,2007,14,28,23,5,9.8,8,3.8,5.2,4.5,7.8,8.2,8,490,516,503,2.4,3.4,2.9,17,190,122,340,920,547
1727,2008,27,30,28.3,4.2,6.7,5.6,3,5,3.5,7.6,8.4,7.9,230,320,257,3.2,10.1,5,,,,,,
1727,2009,26,30.5,28.4,5.12,6.8,5.9,1,44,13.7,7.65,7.94,7.8,210,285,259,2,10,7.5,75,82,79,310,520,415
1727,2011,27.5,30,28.8,6.4,6.9,6.6,0.3,2.6,1.4,7.5,8.2,7.8,210,256,232,0.1,0.7,0.3,0,4,2,23,146,82
1727,2012,26,30,28,6.4,6.8,6.6,0.8,4,1.7,7.6,7.8,7.7,222,250,239,0.9,1.8,1.3,2,3,3,10,100,55
1727,2013,27,28,27.4,6.4,6.8,6.6,20,50,35,7.7,7.9,7.8,190,230,213,6.8,13.6,10.2,180,180,180,375,375,375
1727,2014,26,28,27.3,6.4,6.8,6.6,4,19,12.1,7.7,7.9,7.9,230,250,237,4,9,5.9,12,65,34,225,285,255
1728,2003,15,21,17,6.4,7.6,6.9,2,5.7,3.8,6.1,8.7,7.3,60,110,82,0.001,0.145,0.055,50,170,103,110,240,158
1728,2004,18,32,28,2.5,8.3,5.8,0.3,3.1,2,6.9,7.9,7.3,37,73,50,,,,470,550,516,540,620,583
1728,2005,27.5,27.5,27.5,5.17,7.22,6.338,0.98,3.61,2.066,6.14,7.25,6.912,43,130,81.4,0.11,0.31,0.188,460,550,493,510,630,560
1728,2006,27,31,29,3.2,5.4,4.3,2,2.2,2.1,7.33,7.72,7.47,71,272,151,0.1,0.2,0.2,420,470,450,510,540,520
1728,2008,26.5,31,29.1,3.1,6.6,5.4,4,7,5.3,7.1,7.7,7.5,96,170,146,0.4,5.7,3.1,2,26,14,8,1600,804
1728,2009,27,30.5,28.8,5.42,7.2,6.1,2,6,3.5,7.35,7.6,7.5,154,182,168,0.5,2.1,1.1,1,430,216,1600,1600,1600
1728,2011,27.5,30,28.9,6.1,6.6,6.4,2.4,6.6,4.2,7.9,8.1,8,176,250,203,0.1,20,7.4,0,2800,1325,80,12500,6845
1728,2012,27,29,28,6.2,6.8,6.5,0.7,1,0.9,7.8,8,7.9,230,258,244,0.3,8,3.7,0,90,43,30,200,103
1728,2013,27,28.5,27.6,6.2,6.4,6.3,0.8,2.6,1.3,7.5,7.9,7.6,242,250,246,0.5,42,14.6,0,280,90,40,600,213
1728,2014,26,28,27.3,6.6,6.9,6.7,0.9,3,1.8,7.6,8.2,8,256,276,265,0.1,16,5.4,0,1550,493,200,4840,2533
1765,2003,26,26,26,5.3,5.3,5.3,4.6,4.6,4.6,8.2,8.2,8.2,460,460,460,0.08,0.08,0.08,75,75,75,150,150,150
1765,2004,22,33,28,8.1,9.5,8.8,3.1,8.3,6,7.8,8.8,8.4,486,555,533,0.04,2.86,0.758,10000,850000,390833,20000,1400000,654167
1765,2005,33,33,33,6,14.35,10.537,3.75,9.05,6.95,7.66,8.82,8.29,443,514,483.3,0.17,1,0.59,10000,130000,65000,35000,550000,185000
1765,2006,18,34,28,7.3,12,9.6,1.4,8.5,6,7.78,9.78,8.88,476,506,490,0.1,0.1,0.1,20000,55000,36667,40000,85000,60000
1765,2007,21,32,28,7.8,10,9.1,2.1,4.8,3.5,7,8.7,8,318,476,417,0.1,0.2,0.1,8000,35000,21000,17000,55000,37333
1765,2008,22,32,28.4,7.2,10.6,8.8,1.3,2.9,1.8,7.5,8.6,7.8,288,350,322,0.1,20,6.8,0,590,195,150,2300,973
1765,2009,23,33,29.3,7.8,9.6,8.4,2.8,3.6,3.3,7.9,8.2,8,305,357,333,0.1,20,7.1,0,860,240,80,2660,805
1765,2010,21,33.5,29.3,7.3,10.8,9,0.5,3.4,2.3,7.86,8.37,8.1,295,330,317,0.5,8,3.1,0,410,203,240,760,450
1765,2011,20,33,27.3,3.6,12.1,8.4,0.2,0.4,0.3,7.6,8.4,7.9,292,358,326,0.1,2.4,0.9,0,0.1,0,0,100,45
1765,2012,18,35,28,4.6,14.5,8.5,0.8,0.8,0.8,7.8,9.4,8.5,316,415,370,0.3,0.3,0.3,30,30,30,100,100,100
1765,2013,20,34,27.4,6.7,16.4,9.9,0.3,0.5,0.4,7.9,9.6,8.7,222,383,312,0.1,0.2,0.2,10,40,25,100,280,190
1765,2014,18,35,28.4,6.2,12.2,10.6,0.4,0.8,0.6,7.4,9.9,9.1,136,338,289,0.1,0.2,0.2,170,500,335,660,810,735
1776,2012,28,28,28, , , ,1.2,3.4,2.4,7.4,7.5,7.4,1164,1280,1222,0.1,0.3,0.1,20,800,333,160,4000,1777
1776,2014,28,35,31.5,,,,0,2.7,1.2,8,8.2,8.1,726,814,770,0.1,0.8,0.5,,,,,,
1780,2003,9,11,10,8.2,10,9.3,0.1,1,0.6,8,8.8,8.4,185,480,308,,,,12,140,58,13,350,159
1780,2004,21,29,27,6.4,8.6,7.5,24,60,40,7.1,7.8,7.5,2200,3560,2928,4.8,10.4,8.4,400,16000,9050,28000,146000,85500
1780,2005,24.5,29.2,26.9,5.6,8.8,7.6,0.8,60,34.2,7.2,7.7,7.45,1809,5570,3275.8,4.7,13.2,7.4,410,40000,10953,2800,200000,58500
1780,2006,29,31,30,4.2,7.3,5.4,0.4,0.8,0.6,6.5,8,7.1,1848,2540,2233,7.3,9.3,8.4,3,3,3,90,100,93
1780,2007,27,30,28,4.2,5.7,5,0.4,3,1.3,7.3,7.5,7.4,1130,2540,1953,1.5,11,6.6,3,3,3,95,100,99
1780,2008,24,26.5,25.3,2,4.2,2.7,0,2.2,1.4,7,8,7.3,2140,5610,4120,0.1,2.5,1.3,,,,,,
1780,2009,25,29,27.3,1.2,3,2.4,2.1,3.1,2.6,6.8,7.5,7.2,1703,3830,2828,0.1,0.1,0.1,7,9,8,17,33,23
1780,2010,22,30,26.7,3,11.5,5.9,0.8,6.2,4,6.9,8.4,7.7,1158,2593,2125,0.3,4.1,1.7,140,70000,18710,470,94000,25368
1780,2011,26,31,27.9,3.2,7.5,5.3,1.2,2.7,1.9,7.3,8.2,7.7,1248,3260,2285,0.2,3.9,1.6,170,390,287,470,700,557
1780,2012,27,30,28,4.3,6.2,5.2,1,16,10.7,6.7,8,7.4,1953,7420,4120,0.2,0.6,0.4,90,900,308,150,1500,558
1780,2013,,,,,,,13,13,13,,,,2753,4170,3447,0.2,0.2,0.2,2300,2300,2300,4300,4300,4300
1780,2014,24,38,30.1,3.2,5.4,4.7,2,47,18.3,7.7,8.4,8,2386,5080,3369,0.2,2.6,1,15,93,42,43,240,105
1783,2003,25,30,28,5,6.7,6.1,1.2,3.9,2.4,6.6,7.5,7.1,500,33000,18400,0.134,0.459,0.335,10,100,40,90,640,258
1783,2004,20,29,26,5.6,6.8,6.2,14,148,74.5,7.3,7.7,7.5,2460,4510,3568,4.4,30,13.875,600,14300,8925,32000,180000,84500
1783,2005,24.5,29.2,26.85,5.4,8.6,7.133,0.6,120,61.533,7.3,7.8,7.567,998,5620,2822.3,6.3,16,10.2,580,1850,1277,2400,29400,11800
1783,2006,29,30,30,3,5,4,0.8,7,3.9,6.6,8.3,7.23,2640,4590,3687,5.8,13.2,10.5,3,3,3,80,100,93
1783,2007,27,28,28,5.7,5.7,5.7,0.2,0.8,0.5,7.5,8.1,7.8,2830,2980,2905,10,27,19,3,3,3,100,100,100
1783,2008,25.5,26.5,26,3.2,4.2,3.7,3,15,9,7.5,8,7.7,2350,19720,11035,0.1,0.8,0.5,15,15,15,21,43,32
1783,2009,25,28,26.8,3.9,4.1,4,5,5,5,6.6,7.6,7.1,1987,38100,12637,0.5,0.5,0.5,15,15,15,43,43,43
1783,2010,23,30,27,4.2,13.1,6.7,3.1,8,5.6,6.7,8.1,7.2,939,12630,4786,0.1,0.1,0.1,17,17,17,40,50,45
1783,2011,26,30,28,2,6.1,4,13,26.4,19.7,6.6,7.6,7.1,2820,5360,4123,,,,93,93,93,7,100,54
1783,2012,28,29,29,3.5,5.6,4.5,2,11,4.5,7,8.5,7.8,1648,22540,8321,0.1,2,0.5,4,43,12,9,93,24
1783,2013,,,,,,,0.6,4.5,2.2,,,,7330,17280,12046,0.1,0.5,0.4,93,7500,2017,240,21000,5930
1783,2014,26,36,31,0,2.4,1.1,1.8,3.9,2.3,7.5,8.3,7.9,4100,8130,6216,0.1,0.1,0.1,13,17,15,26,50,31
1788,2003,24,30,28,5.1,8.9,7.8,1.1,2.6,1.9,7.8,8.7,8,233,390,297,,,,110,2200,640,300,16000,4325
1788,2004,24,29,27,3.6,16,11.7,45,55,52,7.6,7.9,7.8,2120,2660,2398,4.4,40,21.975,155,250,203,2400,16000,9133
1788,2005,28,29.5,28.75,3.1,17,10.05,11,71,35.875,7.2,8.4,7.75,1297,2300,1844.5,0.5,7.5,5,120,350,207,1600,2500,2167
1788,2006,29,31,30,2.9,3.2,3.1,7,17,11,7.9,8.16,8.07,1625,2060,1779,5.4,20,11,5,20,13,252,850,551
1788,2007,22,29,25,3.1,4.6,3.6,14.1,24,18.8,7.4,8.1,7.8,1565,1983,1844,3.7,22,12,0,22,14,352,2050,1353
1788,2008,20,28,24.8,0.6,7.5,3.8,1,3.1,2,7.1,8.9,7.6,1179,2650,1658,0.1,0.9,0.2,2,43000,7249,2,93000,13451
1788,2009,23,27,24,0,5.9,2.4,2.2,49,25.8,7,7.7,7.4,1524,2016,1827,0.1,1.3,0.6,90,900,510,150,1500,895
1788,2010,23,28.5,25.8,0.2,12.4,4.2,1.5,4.9,3,6.8,7.8,7.3,1257,1852,1589,0.1,0.2,0.2,4,4,4,160,1600,643
1788,2011,24,29,26.3,3.3,5.3,4.4,1.3,7,4.2,7,8.6,7.9,1332,1764,1542,1.8,1.8,1.8,2,2,2,130,280,205
1788,2012,24,30,27,1.1,5.1,2.3,0.9,2,1.5,7.1,8.2,7.6,1111,1965,1553,,,,0,4,2,200,220,210
1788,2013,24,30,27,0,3.9,2,3.7,7.1,5.1,7.8,8.1,8,1758,1760,1759,0.3,11.3,4.2,14,14,14,2400,2400,2400
1788,2014,0,30,17,0,2.8,1.2,1.1,2.6,1.5,7.1,7.6,7.5,1440,1721,1614,0.3,1.7,0.7,0,0,0,39,460,190
1789,2003,27,28,28,6.4,6.9,6.8,0.8,1.4,1.1,6.9,7.2,7,78,98,89,0.5,0.82,0.655,220,900,680,1100,2800,1825
1789,2004,22,29,26,7.5,8.5,8,0.8,2.6,1.9,7.7,8.2,8,195,280,244,1,1.2,1.1,3,3,3,15,60,38
1789,2005,,,,6.5,7.4,6.95,1,1.3,1.15,7.9,8.37,8.135,279,296,287.5,1.3,1.8,1.55,,,,70,70,70
1789,2006,28,31,30,6.9,7.7,7.2,1,1.2,1.1,8.2,8.43,8.34,272,352,306,0.5,1,0.7,2,2,2,23,104,52
1789,2007,25,29,27,6.9,7.1,7,1.1,2,1.7,8.2,8.3,8.3,268,351,323,0.8,1.1,1,0,3,1,40,210,101
1789,2008,20,28,24.4,6.5,8.2,7.2,1.1,1.4,1.2,7.7,8.6,8,244,500,344,0.5,1.8,1.1,0,20,3,28,460,144
1789,2009,20,26,23.4,5,11.8,7.2,1,1.8,1.5,7.4,8.7,7.8,254,1415,405,0.1,2.9,1.5,0,2,1,70,210,133
1789,2010,22,28.5,26.1,3.8,9,6.6,1,1.8,1.5,6.9,8.3,7.7,264,1624,530,0.1,2.9,1.5,0,2,1,70,210,133
1789,2011,23,29,25.9,4.3,14,7.1,1,7.5,2.8,7.1,8.8,7.8,369,471,413,0.1,5.9,3.2,0,0,0,60,220,158
1789,2012,23,35,28,3.2,6.5,5.1,1.2,2.1,1.5,7.5,8.7,8.1,281,493,422,0.8,1.2,1,0,0,0,60,220,135
1789,2013,24,29,26.5,6.6,6.6,6.6,5.8,6.6,6.2,7.6,8.1,7.9,434,452,443,3.5,3.5,3.5,8,8,8,940,940,940
1789,2014,0,30,17,5.2,7.2,6,1.6,3.3,2.5,7.6,8.5,8,389,444,424,6.8,6.8,6.8,12,12,12,26,350,188
1790,2003,26,26,26,2.2,6.3,4.2,1,4.5,2.8,7.3,7.7,7.5,230,2600,1415,0.16,0.16,0.16,7,150,79,28,210,119
1790,2004,27,29,28,2,3.5,3.1,1.8,40,10,6.6,8.9,7.8,1132,53600,32258,0.068,3.01,1.388,3,3,3,20,2400,1456
1790,2005,27,29,28,3,4.4,3.8,1.6,6.4,3.325,8.1,8.5,8.3,45000,69200,51575,0.21,3.23,1.585,2,3,3,240,2500,1885
1790,2006,27,31,28,4,4.8,4.4,1.2,6,3,7.6,8,7.77,34800,57300,48100,0.2,3.5,2.2,1,2,1,480,2500,1793
1790,2007,31,31,31,3,6.6,4.5,2,4.8,2.8,6.9,7.5,7.1,29300,49800,38950,0.4,3.6,1.4,2,8,4,2200,2550,2338
1790,2008,29,36,31.7,4.2,7.2,5.7,4.2,11.8,7.5,5.8,8.5,7.5,26700,100000,55945,0.2,0.7,0.5,7,14,12,75,1100,355
1790,2009,29,38,32.1,3.4,7.4,5.8,5.6,20,11,7,8.3,7.5,2880,1.00E+05,56438,0.2,0.5,0.3,4,20,9,9,1100,289
1790,2010,26,37,30.4,4.1,8.1,6.2,0.9,1.9,1.3,7.1,8.4,7.5,15180,116700,45548,0.2,0.5,0.3,4,7,5,14,150,69
1790,2011,29,30,29.6,3.5,5.9,5,0.5,2.9,1.3,6.6,7.9,7.5,18700,53400,38464,0.3,0.5,0.4,3,4,4,7,14,11
1790,2012,23,31,29,3.1,6.3,5,0.1,3.2,1.2,7.1,8.4,7.6,24800,68000,48006,0.1,1.1,0.5,3,4,4,4,14,9
1790,2013,22,24,22.8,4.4,5.2,4.8,0.4,1,0.7,7.4,8.9,8.1,38600,57600,39162,,,,110,110,110,540,540,540
1790,2014,19,31,25.3,5.1,6.6,6,0.8,1.9,1.2,7.5,8.3,8.1,34200,46900,39475,,,,13,18,16,24,33,30
1971,2006,30,30,30,11.2,14.3,12.8,3,40,21.5,8.3,8.4,8.35,750,877,814,0,0.1,0.1,7,90,49,23,150,87
1971,2007,26,29,28,6,8.6,7.3,8,10,9,7.7,8.4,8.1,485,710,598,0.1,0.2,0.15,15,210,113,75,430,253
1971,2008,28,30,29,5.7,10.7,8.6,1.8,2.6,2.2,7.5,8.6,8,548,632,591,0.3,0.3,0.3,,,,,,
1971,2009,28,34,29.3,5.4,7.4,6.4,1.4,2.4,1.9,7.3,8.9,8.1,327,552,399,2.2,2.6,2.4,50,100,83,500,500,500
1971,2013,27,28,27.8,0.5,5.2,2.4,2.4,5.4,4.2,7.4,8.2,8,262,476,351,0.1,0.2,0.1,0,360,120,360,3500,1590
1972,2006,24,27,26,4.3,9.9,7.1,2.1,3,2.6,7.54,8.5,8.02,2440,4320,3380,0.2,0.2,0.2,2,2,2,5,7,6
1972,2007,23,27,25,6.4,8.4,7.4,3,5,4,7.3,7.9,7.6,511,3670,2091,0.2,0.5,0.35,15,4300,2158,150,9300,4725
1972,2008,25,30,27.5,3.4,9.2,6.3,1.5,3,2.3,7.5,9.1,8.3,636,10800,4512,0.1,0.1,0.1,0,360,180,700,910,805
1972,2009,26,29,28,0,6.1,2.3,7,50,36,8.2,8.6,8.4,1200,14700,6803,0.3,0.5,0.5,0,2100,798,300,3500,1678
1972,2011,24,24,24,8.2,8.2,8.2,4.8,6,5.6,7.7,7.7,7.7,2806,2806,2806,0.1,0.2,0.1,0,360,120,300,3500,1387
1972,2012,27,31,29,6,8.8,7.7,1.8,2.1,2,7.6,9.7,8.9,1200,9010,4065,0.1,0.1,0.1,0,0,0,360,700,530
1972,2013,27,29,27.8,6.9,7.5,7.2,1.7,4,2.6,7.4,8.2,7.7,311,4560,1448,0.1,1,0.4,300,360,340,730,910,790
1973,2006,30,31,31,6.1,9.5,7.8,29,58,43.5,7.4,8.17,7.79,322,1250,786,0.1,0.2,0.1,150,150,150,430,450,440
1973,2007,26,28,27,6.6,12.8,9.7,3,12,7.5,7.5,7.5,7.5,238,631,435,0.1,0.4,0.25,150,210,180,750,930,840
1973,2008,27,30,28.5,1.9,7.8,4.9,4.4,9.6,7,8.2,8.2,8.2,256,685,471,0.1,0.2,0.2,0,0,0,910,910,910
1973,2009,25,30,28,5.1,6.1,5.7,2.2,9,6.1,7.8,8.8,8.3,340,680,515,0.1,0.2,0.1,0,0,0,1,700,467
1973,2013,25,25,25,7.3,7.3,7.3,2.9,24.5,12.1,8.5,8.5,8.5,169,169,169,0.1,0.1,0.1,0,300,100,300,730,443
1974,2007,32,32,32,6.5,6.5,6.5,2,2,2,7.5,7.5,7.5,,,,0.1,0.1,0.1,4300,4300,4300,7500,7500,7500
1974,2013,26,26,26,7.1,7.1,7.1,4.8,6.2,5.6,8.5,8.5,8.5,2440,2440,2440,0.1,0.3,0.2,0,360,180,360,910,635
1975,2007,27,30,28,6.9,7.2,7,4.9,4.9,4.9,7,7.9,7.6,312,480,419,0.2,0.3,0.24,3,15,8,7,43,26
1975,2008,29,29,29,7.2,7.2,7.2,6.2,9.4,7.9,8.2,8.2,8.2,310,310,310,0.4,0.8,0.6,360,730,545,910,1500,1205
1975,2013,24,32,28.3,6.3,7.3,6.8,2.7,10.2,7.4,7.1,8.5,8,1372,2709,1870,0.1,0.1,0.1,360,360,360,730,910,820
1976,2007,26,27,27,5.2,10.8,7.5,3.8,7.4,5,6.7,8.1,7.6,844,1540,1139,0.1,0.1,0.1,4,8,6,26,27,27
1976,2008,25,28,26.5,3.1,6.2,4.7,1.1,1.8,1.5,7.8,8.1,8,768,1080,924,0.1,0.1,0.1,0,1100,367,360,2200,1097
1976,2009,28,30,29,6.8,11.9,8.8,2,7.6,5,8.4,8.9,8.7,966,8450,5342,0.1,0.1,0.1,0,360,180,300,910,605
1976,2011,27,27,27,5.1,5.1,5.1,3.4,14.8,9.1,7.5,7.5,7.5,1040,1040,1040,0.1,0.1,0.1,0,360,180,900,910,905
1976,2013,27,30,28.5,7.1,7.2,7.1,1.2,10.8,5.6,7.3,7.6,7.5,1780,2420,2100,0.3,7.6,2.8,0,0,0,700,730,720
1977,2006,27,27,27,1.4,1.4,1.4,,,,8.6,8.6,8.6,1820,1820,1820,0.1,0.1,0.1,9,9,9,14,14,14
1977,2007,21,31,27,2.2,8.4,5.8,1.6,8,4.1,7.5,8.3,7.9,505,1765,1144,0.26,1.34,0.57,2,28,9,9,150,52
1977,2008,24,30,27,7.2,7.2,7.2,1,3.7,2.8,7.8,9.1,8.5,1468,1480,1474,0.1,0.1,0.1,0,0,0,910,910,910
1977,2009,26,30,27.8,0,10,6.9,3.9,4.2,4.1,7.5,8.5,8,661,1498,1194,0.1,0.3,0.2,0,0,0,910,1100,1005
1977,2010,28,30,29,7.1,9.02,8.1,2.1,2.1,2.1,7.5,9.2,8.3,982,1778,1284,0.1,0.1,0.1,0,0,0,1100,1100,1100
1977,2011,27,29,28,3.3,8,5.7,2.6,3.6,3.1,8.3,8.8,8.6,1669,2409,2039,0.1,0.1,0.1,0,360,180,730,910,820
1977,2012,26,30,28,6,35,13.6,1.4,4.9,2.8,8.3,9.2,8.6,1142,2110,1615,0.1,0.1,0.1,0,0,0,360,700,473
1977,2013,25,28,26.7,7.12,7.18,7.15,,,,7.5,8.4,7.8,1371,1371,1371,,,,,,,20,20,20
1977,2014,30,30,30,4.6,4.6,4.6,,,,8,8,8,1654,1654,1654,,,,,,,10,10,10
1978,2013,29,29,29,5.7,5.7,5.7,1.5,3.2,2,7.6,7.6,7.6,2980,2980,2980,0.017,0.12,0.1,340,460,398,420,520,490
1979,2007,24,24,24,6.5,6.5,6.5,3.1,3.1,3.1,7.8,7.8,7.8,612,612,612,0.14,0.14,0.14,20000,20000,20000,20000,20000,20000
1979,2008,31,32,31.5,3.2,6.8,5,1.3,1.3,1.3,7.9,8.1,8,530,753,642,0.06,0.06,0.06,2,2,2,5,5,5
1979,2009,30,30,30,5.1,7.7,6.4,2.3,2.9,2.7,8.5,8.6,8.6,596,598,597,0.01,0.2,0.11,33,9200,4617,79,16000,8040
1979,2010,27,33,29.8,1.76,6,3.9,0.5,19,11.2,7.5,8.4,7.9,546,2010,992,1.2,50,11.41,2,510,113,74,1925,613
1979,2013,28,31,29,5.4,6.5,5.9,6,23,13.2,7.5,8,7.8,569,2300,1453,2.8,25.8,9.57,0,1865,397,178,2400,1162
2046,2003,26,30,28,9.4,12.4,10.7,4.1,5.2,4.5,8.1,8.3,8.2,416,432,422,,,,100,100,100,100,200,140
2046,2006,26,26,26,,,,2.5,2.5,2.5,7.6,7.6,7.6,207,207,207,3.3,3.3,3.3,,,,,,
2046,2007,27,32,30,6.4,6.5,6.5,1.1,1.6,1.3,8,8.2,8.1,233,285,254,0.1,0.1,0.1,,,,,,
2046,2008,18,29,24.5,7.5,9.3,8.1,0.5,5,1.8,7.9,8.2,8,240,261,252,0.37,4.8,2.28,0,160,18,4,922,271
2046,2009,18,31,24.3,6.8,7.9,7.2,0.8,4.8,3,7.9,8.5,8.2,208,280,245,0.05,0.43,0.15,2,11,6,1700,5000,3045
2046,2011,20,31,25.6,6.9,11.5,8.6,2,10,5.3,7,8.7,7.5,134,251,165,2.4,8.9,6.7,2,220,112,395,1425,893
2046,2012,15,27,23,3.5,11.3,6.6,0,12,6.1,6.9,8.6,7.7,187,430,250,2.73,13.4,4.97,0,820,192,156,1618,740
2075,2008,27,31,28.9,5.7,8.2,7.1,7,50,32.1,7.7,8.2,8,396,725,548,4,19,9.55,0,1960,850,84,2400,1724
2075,2009,20,29,26.6,5.5,8.9,7,1,1.8,1.3,7.8,8.7,8.3,328,618,496,1.3,15.2,6.31,3,4,3,9,460,96
2076,2008,25,30,26.6,7.1,7.7,7.3,1.4,22,11.3,7.2,8,7.5,300,347,331,7.63,53.7,23.11,2,175,96,292,1525,729
2076,2009,25,33,30,6.4,8.6,7.5,8.8,50,30.3,7.5,8.4,8,242,353,298,2.71,2.71,2.71,2,200,49,40,16000,2218
2076,2010,27,33,29.8,6.16,8.27,7.3,0.3,6.1,3.6,7.2,8.7,8,215,407,265,0.1,1.86,0.54,2,70,29,11,500,228
2076,2012,21,29,27,5.6,12.4,8.7,42,50,49.1,7.9,8.6,8.2,240,471,327,1.5,142.8,44.79,4,182,122,240,1022,801
2077,2008,25,29,27.9,3.3,7.1,5.9,2,45,9.9,7.8,8.4,8.1,343,447,379,1.93,20.88,7.75,0,1200,299,54,2800,881
2077,2009,28,31,29.2,6.2,7.2,6.9,4,50,22,7.4,8.1,7.9,344,458,376,1,35,10.53,0,1925,439,116,2400,1207
2077,2010,27,29,27.4,5.9,7.3,6.5,0.6,12,4.3,7.2,8.2,7.9,295,586,378,0.1,0.19,0.13,2,20,7,11,140,85
2077,2011,27,31,28.8,5.6,7.4,6.6,1.2,2.2,1.6,7.7,8.1,7.9,306,386,341,0.5,7.6,2.63,3,25,13,128,250,176
2077,2013,26,33,28.4,2,6,3.5,18,22,19.3,7.5,8.5,8.1,,,,9.96,12,10.98,2,720,269,320,1485,970
2078,2008,25,30,27.6,3.9,7.1,5.9,20,50,28,7.4,8.2,7.9,527,1880,1047,4,77.8,28.51,0,225,144,46,960,584
2078,2009,23,28,25.8,3.2,7.1,5.6,3,30,10.8,7.2,8.5,7.9,319,10500,3471,2.2,66,19.26,0,1675,350,240,2400,925
2078,2013,26,26,26,5,5,5,2,10,4.5,7.6,7.6,7.6,,,,0.7,1.78,1.28,,,,,,
2079,2008,27,31,29.4,6.2,8.2,7.1,2.9,6.8,4.7,7.7,8.4,8.2,283,364,331,0.1,0.6,0.25,1100,5200,2275,1400,30000,12900
2079,2009,22,30,27.3,0,8.2,4.5,0.3,2.1,1,7.8,8.2,8,404,835,603,0.3,1.2,0.63,120,220,173,210,440,308
2079,2010,26,32,28.5,5.2,7.53,6.5,0.7,6,2.9,7,8.6,7.9,287,520,347,1,1.8,1.45,17,140,87,26,220,152
2079,2011,27,30,28.5,6.8,7.2,7,0.5,4.2,1.7,7.8,8.2,8,418,871,562,0.7,1.2,0.9,130,180,163,220,360,275
2079,2013,24,26,25.3,2.9,6.6,4.7,2,2.9,2.5,7.6,8.4,7.8,,,,0.3,0.67,0.53,10,340,115,100,860,438
2128,2008,15,29,23.4,,,,0.6,1.5,1.1,7.2,7.8,7.5,122,630,375,0.12,0.5,0.31,40,800,445,90,1270,860
2128,2009,17,29,23.7,,,,1.6,3.4,2.5,7.2,7.9,7.5,257,1307,453,0.1,0.45,0.21,40,560,273,380,960,670
2128,2010,20,34,25.4,,,,0.5,1.6,0.9,7.3,7.9,7.6,196,693,386,0.15,0.9,0.55,40,320,145,150,1200,518
2128,2011,12.7,32,22.3,6.8,8.3,7.7,0.2,0.4,0.3,7.3,7.9,7.6,239,791,465,0.05,0.1,0.08,0,110,38,50,300,143
2128,2012,19,26,23,1.1,7.7,6.8,0.4,2,1,7.2,7.7,7.5,324,540,389,0.05,2.18,0.77,40,440,210,190,1120,618
2128,2013,20,23,22,7.4,7.8,7.6,0.1,0.5,0.4,7.2,7.6,7.5,316,515,408,0.05,0.2,0.12,60,1400,410,140,3000,925
2128,2014,23,28,24.4,5.6,7.8,7.4,0.5,0.9,0.7,7.2,8,7.4,124,1079,501,0.1,0.2,0.13,20,120,48,80,730,355
